,link,reviews,score,star,short_name
Kim Tian Hotel,https://www.agoda.com/en-us/kim-tian-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-27&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=09a64f42-4335-4282-8baf-db9bdd91a452,77,5.3,2,kim-tian-hotel
Amber Hotel Katong,https://www.agoda.com/en-us/amber-hotel-katong/hotel/all/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,250,7.2,2,amber-hotel-katong
ZEN Rooms Geylang,https://www.agoda.com/en-us/zen-rooms-geylang/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,224,0,1,zen-rooms-geylang
Kim Tian Hotel (Star),https://www.agoda.com/en-us/kim-tian-hotel-star/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-27&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=09a64f42-4335-4282-8baf-db9bdd91a452,24,4.8,2,kim-tian-hotel-star
Kim Tian Hotel (Han),https://www.agoda.com/en-us/kim-tian-hotel-han/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,35,5.1,2,kim-tian-hotel-han
Aqueen Hotel Balestier,https://www.agoda.com/en-us/aqueen-hotel-balestier/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,1844,7.3,0,aqueen-hotel-balestier
ibis budget Singapore Bugis,https://www.agoda.com/en-us/fragrance-hotel-bugis/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,4845,0,0,fragrance-hotel-bugis
Shangri-la Singapore,https://www.agoda.com/en-us/shangri-la-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-25&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=8fe644ed-b869-4062-afd1-a58b90ebaa8c,3562,9,0,shangri-la-singapore
M Hotel,https://www.agoda.com/en-us/m-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-28&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=fd2ef17b-f55c-4bce-a75b-5142041592b6,9337,8.1,0,m-hotel
Beary Best Kampong Glam,"https://www.agoda.com/en-us/beary-best-kampong-glam/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1,16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f",482,0,0,beary-best-kampong-glam
Resorts World Sentosa - Beach Villas (SG Clean Certified),https://www.agoda.com/en-us/resorts-world-sentosa-beach-villas/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-26&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=761cb31b-0e12-44e8-8c2d-7af14b232644,327,8.4,5,resorts-world-sentosa-beach-villas
Capella Singapore Hotel,https://www.agoda.com/en-us/capella-singapore-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,1771,8.9,0,capella-singapore-hotel
Travelodge Harbourfront Singapore (SG Clean Certified),https://www.agoda.com/en-us/bay-hotel-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-25&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=8fe644ed-b869-4062-afd1-a58b90ebaa8c,6982,7.7,4,bay-hotel-singapore
The Barracks Hotel Sentosa by Far East Hospitality (SG Clean Certified),https://www.agoda.com/en-us/the-barracks-hotel-sentosa-by-far-east-hospitality/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-26&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=761cb31b-0e12-44e8-8c2d-7af14b232644,12,9.4,0,the-barracks-hotel-sentosa-by-far-east-hospitality
Dorsett Singapore,https://www.agoda.com/en-us/dorsett-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-27&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=09a64f42-4335-4282-8baf-db9bdd91a452,7133,8.3,0,dorsett-singapore
Meadows Hostel,https://www.agoda.com/en-us/meadows-hostel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,639,7.2,1,meadows-hostel
Park Regis Singapore (SG Clean Certified),https://www.agoda.com/en-us/park-regis-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-13&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=ba29bd0a-b865-443d-90d0-c8b024bcbbb0,6583,8.3,0,park-regis-singapore
Studio at Selegie,https://www.agoda.com/en-us/studio-at-selegie/hotel/all/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-13&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=ba29bd0a-b865-443d-90d0-c8b024bcbbb0,3,7,3,studio-at-selegie
Holiday Inn Express Singapore Serangoon,https://www.agoda.com/en-us/holiday-inn-express-singapore-serangoon/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-28&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=fd2ef17b-f55c-4bce-a75b-5142041592b6,765,8.5,3,holiday-inn-express-singapore-serangoon
Pan Pacific Singapore,https://www.agoda.com/en-us/pan-pacific-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,9692,8.9,5,pan-pacific-singapore
Holiday Inn Express Singapore Clarke Quay (SG Clean Certified),https://www.agoda.com/en-us/holiday-inn-express-singapore-clarke-quay/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,7066,8.6,0,holiday-inn-express-singapore-clarke-quay
Hotel Indigo Singapore Katong,"https://www.agoda.com/en-us/hotel-indigo-singapore-katong/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",2047,9,0,hotel-indigo-singapore-katong
Holiday Inn Singapore Orchard City Centre,https://www.agoda.com/en-us/holiday-inn-singapore-orchard-city-centre/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-28&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=fd2ef17b-f55c-4bce-a75b-5142041592b6,4334,8.5,0,holiday-inn-singapore-orchard-city-centre
Holiday Inn Express Singapore Katong,https://www.agoda.com/en-us/holiday-inn-express-singapore-katong/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,5088,8.3,3.5,holiday-inn-express-singapore-katong
The Westin Singapore,"https://www.agoda.com/en-us/the-westin-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-28&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=5,16&los=1&searchrequestid=fd2ef17b-f55c-4bce-a75b-5142041592b6",995,8.8,0,the-westin-singapore
Courtyard by Marriott Singapore Novena (SG Clean Certified),https://www.agoda.com/en-us/courtyard-by-marriott-singapore-novena_2/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,381,8.5,0,courtyard-by-marriott-singapore-novena_2
Rucksack Inn @ Lavender Street (SG Clean Certified),https://www.agoda.com/en-us/rucksack-inn-lavender-street/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-27&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1&los=1&searchrequestid=09a64f42-4335-4282-8baf-db9bdd91a452,2431,8.1,0,rucksack-inn-lavender-street
The Scarlet Singapore Hotel (SG Clean Certified),"https://www.agoda.com/en-us/the-scarlet-singapore-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-16&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9,16&los=1&searchrequestid=8efc5f17-0b6a-4fc4-9278-f7ce7c9212c1",3469,8.2,0,the-scarlet-singapore-hotel
"Pan Pacific Serviced Suites Orchard, Singapore","https://www.agoda.com/en-us/pan-pacific-serviced-suites-orchard-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-16&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=5,16&los=1&searchrequestid=8efc5f17-0b6a-4fc4-9278-f7ce7c9212c1",173,9,0,pan-pacific-serviced-suites-orchard-singapore
PARKROYAL Serviced Suites Singapore,https://www.agoda.com/en-us/parkroyal-serviced-suites-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-16&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=8efc5f17-0b6a-4fc4-9278-f7ce7c9212c1,182,8.8,0,parkroyal-serviced-suites-singapore
Hotel Grand Pacific,https://www.agoda.com/en-us/hotel-grand-pacific/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-16&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=8efc5f17-0b6a-4fc4-9278-f7ce7c9212c1,6355,7.7,0,hotel-grand-pacific
The Seacare Hotel,https://www.agoda.com/en-us/the-seacare-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-16&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=4&los=1&searchrequestid=8efc5f17-0b6a-4fc4-9278-f7ce7c9212c1,1272,0,0,the-seacare-hotel
Hotel Miramar Singapore - SG Clean Certified,https://www.agoda.com/en-us/hotel-miramar-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-16&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1&los=1&searchrequestid=8efc5f17-0b6a-4fc4-9278-f7ce7c9212c1,2506,0,0,hotel-miramar-singapore
Conrad Centennial Singapore,https://www.agoda.com/en-us/conrad-centennial-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,2203,8.8,5,conrad-centennial-singapore
ZEN Rooms 1515 (SG Clean),https://www.agoda.com/en-us/zen-rooms-1515_2/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,1453,6.7,2.5,zen-rooms-1515_2
Citadines Fusionopolis Singapore (SG Clean Certified),https://www.agoda.com/en-us/citadines-fusionopolis-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,268,8.4,4,citadines-fusionopolis-singapore
Adler Hostel,"https://www.agoda.com/en-us/adler-hostel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",3069,8.6,0,adler-hostel
